"person_id","screening_date","arnold_fta_raw","arnold_fta","arnold_nca_raw","arnold_nca","arnold_nvca_raw","arnold_nvca","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Violence_decile_score","Risk of Violence_raw_score","general_two_year","general_six_month","years","recidnot","drug_two_year","property_two_year","misdemeanor_two_year","felony_two_year","drug_six_month","property_six_month","misdemeanor_six_month","felony_six_month","violent_two_year","violent_six_month","nullcharge","sex","race","age_at_current_charge","p_charges"
4020,2013-10-20,0,1,0,1,0,"No",1,13,2,-1.31,2,-2.66,1,0,1.9796372347707,0,0,0,1,0,0,0,0,0,0,0,0,1,"Other",26,7
4032,2013-02-08,1,2,3,3,4,"Yes",2,17,4,-0.57,3,-2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",25,5
4036,2013-03-26,1,2,2,2,4,"Yes",1,14,5,-0.45,5,-1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",28,5
4037,2014-03-09,3,4,6,4,4,"Yes",2,17,8,0.09,5,-1.97,1,0,0.85523613963039,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",22,6
4038,2014-03-15,2,3,9,6,6,"Yes",10,36,6,-0.26,7,-1.31,1,1,0.129876796714579,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",43,37
4039,2014-02-07,1,2,1,2,1,"No",2,17,4,-0.72,2,-2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",31,8
4041,2014-01-11,0,1,0,1,0,"No",5,23,7,-0.01,7,-1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",26,2
4042,2014-03-06,1,2,1,2,1,"No",1,15,1,-2.13,1,-4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",55,9
4045,2013-04-26,1,2,1,2,1,"No",3,18,3,-1.08,1,-3.47,1,0,0.56570841889117,0,0,0,1,0,0,0,0,0,0,0,0,0,"Caucasian",42,4
4045,2013-05-17,1,2,1,2,1,"No",3,18,3,-1.08,1,-3.47,1,0,0.505475701574264,0,0,0,1,0,0,0,0,0,0,0,0,0,"Caucasian",42,4
4052,2013-01-05,2,3,6,4,6,"Yes",2,17,5,-0.37,5,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",33,12
4059,2013-03-06,1,2,2,2,4,"Yes",2,17,5,-0.39,6,-1.6,1,0,1.94952087611225,0,1,0,1,0,0,0,0,0,1,0,0,1,"African-American",25,8
4060,2013-04-29,1,2,2,2,3,"No",3,20,2,-1.31,1,-3.28,0,0,2.11071184120465,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",34,4
4064,2014-03-18,2,3,6,4,4,"Yes",1,15,4,-0.98,2,-2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",31,4
4067,2014-01-26,4,4,5,4,2,"No",2,17,4,-0.74,2,-2.69,1,1,0.385352498288843,0,0,0,1,0,0,0,1,0,0,0,0,1,"Caucasian",29,6
4069,2013-09-23,1,2,3,3,3,"No",1,14,4,-0.66,6,-1.64,1,0,1.56023271731691,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",22,12
407,2013-01-11,2,3,6,4,5,"Yes",3,18,10,0.66,7,-1.27,1,1,0.0109514031485284,0,1,0,1,0,1,0,1,0,0,0,0,1,"African-American",19,6
407,2013-12-18,2,3,8,5,3,"No",3,18,10,0.81,8,-1.08,1,1,0.0942847364818617,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",19,13
4075,2013-04-08,2,3,8,5,5,"Yes",7,27,5,-0.38,5,-1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",37,25
4076,2013-02-18,2,3,6,4,3,"No",3,20,6,-0.15,2,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",30,15
408,2013-12-31,1,2,3,3,1,"No",1,11,3,-1.07,4,-2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",20,3
4084,2013-04-22,4,4,7,5,5,"Yes",8,29,9,0.38,6,-1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",27,18
4085,2013-02-19,1,2,1,2,1,"No",8,29,3,-1,2,-2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",52,3
4086,2014-01-24,2,3,7,5,6,"Yes",6,24,10,1.09,10,-0.4,1,1,0.424880219028063,0,1,0,1,0,1,0,1,0,0,0,0,1,"African-American",24,25
41,2013-01-28,2,3,7,5,6,"Yes",8,28,9,0.55,10,-0.43,1,1,0.44678302532512,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",27,15
4100,2013-01-22,2,3,7,5,2,"No",1,15,8,0.22,7,-1.3,1,1,0.338809034907598,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",21,8
4100,2013-05-25,2,3,7,5,4,"Yes",1,15,8,0.26,7,-1.38,1,0,0.766427104722793,0,0,1,1,0,0,0,0,0,0,0,0,1,"Caucasian",21,9
4101,2013-09-25,2,3,9,6,6,"Yes",6,25,10,0.67,10,-0.62,1,0,0.791067761806982,0,0,0,1,0,0,0,0,0,1,0,0,1,"African-American",28,15
4106,2014-01-18,2,3,9,6,6,"Yes",7,26,6,-0.28,4,-1.99,1,0,1.50273785078713,0,0,0,1,0,0,0,0,0,1,0,0,1,"Caucasian",42,15
4108,2013-02-06,6,5,11,6,4,"Yes",9,31,9,0.46,9,-0.79,1,0,1.64082819986311,0,0,0,1,0,0,0,0,0,1,0,0,1,"African-American",38,41
411,2013-08-05,1,2,2,2,3,"No",1,15,3,-1.29,1,-3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",38,6
4117,2013-02-21,0,1,1,2,1,"No",1,13,1,-1.72,1,-3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",45,5
4119,2013-04-04,2,3,9,6,6,"Yes",8,30,6,-0.18,8,-1.15,1,1,0.054757015742642,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",53,18
4120,2013-10-22,0,1,1,2,3,"No",3,18,1,-1.79,1,-3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",37,3
4125,2013-11-07,1,2,1,2,3,"No",4,21,5,-0.75,4,-2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",26,3
4134,2013-02-05,2,3,6,4,5,"Yes",6,24,6,-0.31,7,-1.44,1,1,0.113449691991786,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",48,10
4134,2013-03-17,2,3,7,5,6,"Yes",7,26,5,-0.47,6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",48,11
4135,2014-02-03,2,3,6,4,3,"No",3,19,3,-0.91,4,-2.13,1,1,0.165468856947296,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",25,10
4137,2013-04-09,2,3,9,6,4,"Yes",1,13,8,0.12,5,-1.75,1,1,0.188569472963723,0,0,1,0,1,0,1,0,1,1,0,0,1,"Caucasian",20,8
4141,2013-02-20,2,3,6,4,3,"No",3,19,6,-0.15,4,-2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",34,10
4153,2013-10-02,2,3,6,4,5,"Yes",8,30,3,-0.82,3,-2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",39,10
4155,2013-09-21,2,3,7,5,3,"No",1,15,9,0.54,9,-0.7,1,0,0.597022587268994,0,0,1,0,1,0,0,0,0,0,0,0,1,"African-American",21,11
416,2013-12-10,2,3,4,3,4,"Yes",7,27,6,-0.28,2,-2.68,1,1,0.116187542778919,0,1,0,0,1,1,0,0,1,1,1,0,1,"African-American",50,10
416,2014-01-23,2,3,6,4,5,"Yes",6,24,8,0.09,2,-2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",50,13
4160,2013-01-31,1,2,4,3,4,"Yes",4,20,5,-0.79,4,-2.06,1,0,0.557494866529774,0,0,0,1,0,0,0,0,0,0,0,0,0,"Caucasian",22,2
4164,2013-01-10,2,3,6,4,4,"Yes",3,19,4,-0.9,1,-3.09,0,0,2.40999315537303,1,0,0,0,0,0,0,0,0,0,0,0,0,"Caucasian",37,6
4168,2013-08-03,2,3,5,4,2,"No",4,21,4,-0.53,2,-2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",47,29
4169,2013-01-07,2,3,6,4,6,"Yes",1,15,3,-0.76,4,-2.13,0,0,2.53011635865845,1,0,0,0,0,0,0,0,0,0,0,0,1,"Caucasian",31,7
4170,2013-05-01,2,3,9,6,6,"Yes",8,28,9,0.53,10,-0.54,1,1,0.10523613963039,0,0,1,0,1,0,1,0,1,1,1,0,1,"Caucasian",25,16
4180,2013-04-08,2,3,7,5,6,"Yes",4,21,9,0.36,3,-2.34,1,1,0.0629705681040383,0,1,0,0,1,1,0,0,1,1,0,0,0,"Hispanic",35,32
4182,2013-09-04,1,2,1,2,1,"No",7,27,5,-0.36,2,-2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",29,4
4187,2014-02-18,1,2,1,2,3,"No",1,15,1,-2.35,1,-3.83,1,1,0.0082135523613963,0,0,0,1,0,0,0,1,0,0,0,0,0,"Caucasian",42,6
4189,2013-01-05,4,4,6,4,3,"No",3,18,10,0.82,9,-0.73,1,0,1.05201916495551,0,0,0,1,0,0,0,0,0,1,0,0,1,"African-American",23,14
4190,2013-03-06,2,3,4,3,2,"No",2,17,6,-0.28,3,-2.37,1,0,1.0888090349076,0,0,0,0,1,0,0,0,0,0,0,0,1,"African-American",27,14
4191,2013-08-07,2,3,4,3,4,"Yes",1,15,4,-1.01,2,-2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",32,10
4192,2013-03-24,2,3,7,5,3,"No",2,16,8,0.22,4,-2.03,1,1,0.338809034907598,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",22,13
4198,2013-01-28,2,3,9,6,6,"Yes",9,33,9,0.33,6,-1.51,1,0,1.21321013004791,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",34,44
4204,2013-12-25,2,3,5,4,5,"Yes",2,16,3,-0.87,2,-2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",28,9
4207,2013-03-09,2,3,9,6,4,"Yes",10,38,10,1.07,5,-1.81,1,0,1.06297056810404,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",33,25
4223,2013-02-12,2,3,7,5,6,"Yes",6,23,9,0.24,5,-1.75,1,0,1.25,0,0,0,1,0,0,0,0,0,1,0,0,0,"African-American",27,14
4225,2013-10-17,2,3,9,6,4,"Yes",7,26,9,0.39,6,-1.56,1,0,1.06297056810404,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",31,45
4226,2013-07-24,2,3,4,3,2,"No",1,14,4,-0.74,2,-2.78,1,1,0.282854209445585,0,1,0,0,1,1,0,0,1,0,0,0,1,"Caucasian",28,5
4229,2013-01-12,1,2,3,3,1,"No",2,16,8,0.28,7,-1.29,1,1,0.25,0,1,0,0,1,1,0,0,1,1,0,0,1,"Caucasian",19,4
4229,2013-11-25,4,4,8,5,5,"Yes",1,15,8,0.15,6,-1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",20,12
4232,2013-01-24,2,3,6,4,5,"Yes",2,17,5,-0.43,3,-2.4,1,0,0.588809034907598,0,0,0,0,1,0,0,0,0,1,0,0,1,"African-American",33,15
4232,2013-08-27,2,3,7,5,6,"Yes",3,18,5,-0.39,3,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",34,16
4254,2013-12-04,2,3,9,6,4,"Yes",3,18,6,-0.3,4,-1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",44,27
4257,2013-09-19,6,5,7,5,4,"Yes",3,20,6,-0.17,5,-1.87,1,0,1.00547570157426,0,1,0,1,0,0,0,0,0,0,0,0,1,"African-American",28,10
4263,2014-03-30,1,2,2,2,4,"Yes",1,15,1,-1.49,1,-3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",45,2
4265,2014-02-25,2,3,7,5,2,"No",8,29,8,0.22,1,-3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",58,18
4269,2013-09-14,2,3,5,4,2,"No",5,22,9,0.59,3,-2.25,1,1,0.0793976728268309,0,0,0,0,1,0,0,0,1,0,0,0,1,"African-American",27,31
4271,2013-11-01,0,1,3,3,1,"No",5,22,10,1.09,7,-1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"African-American",22,4
4274,2013-10-30,2,3,5,4,3,"No",3,20,8,0.19,3,-2.32,1,1,0.482375085557837,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",23,7
4275,2013-05-26,1,2,1,2,3,"No",3,20,3,-0.75,1,-3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",50,3
4280,2013-12-18,1,2,1,2,1,"No",6,24,9,0.45,3,-2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",27,4
4281,2013-11-14,2,3,5,4,4,"Yes",7,26,4,-0.66,2,-2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",27,7
4284,2013-12-22,2,3,7,5,6,"Yes",1,14,1,-2.59,1,-3.9,1,0,1.43583162217659,0,0,0,1,0,0,0,0,0,0,0,0,1,"Other",50,8
4288,2013-08-06,2,3,4,3,4,"Yes",1,15,1,-1.64,1,-3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",48,6
4290,2013-01-10,0,1,0,1,0,"No",1,14,1,-1.4,2,-2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",26,2
4293,2013-05-04,2,3,7,5,2,"No",2,17,10,0.82,9,-0.79,1,0,0.976899383983573,0,1,0,1,0,0,0,0,0,0,0,0,1,"Other",21,9
4296,2013-02-21,1,2,1,2,1,"No",1,15,2,-1.38,1,-3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",34,7
4303,2013-02-08,2,3,8,5,3,"No",3,20,8,0.18,6,-1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",22,11
4306,2013-01-20,4,4,7,5,5,"Yes",1,15,10,0.78,10,-0.2,1,0,0.715947980835045,0,0,0,0,1,0,0,0,0,1,0,0,1,"African-American",19,4
4307,2013-01-30,0,1,3,3,1,"No",1,13,8,0.23,8,-1,0,0,2.32939767282683,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",18,4
4310,2013-05-24,5,5,5,4,1,"No",3,19,5,-0.4,6,-1.58,1,1,0.258213552361396,0,0,0,1,0,0,0,1,0,0,0,0,1,"Caucasian",19,5
4313,2014-02-04,2,3,7,5,3,"No",4,21,8,0.17,8,-1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",24,6
4317,2013-03-20,1,2,3,3,1,"No",1,14,6,-0.16,5,-1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",22,3
4319,2013-12-27,2,3,4,3,2,"No",5,23,4,-0.72,1,-3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",54,9
432,2014-01-20,2,3,7,5,6,"Yes",2,16,4,-0.73,4,-2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",32,16
4320,2013-05-03,4,4,7,5,3,"No",9,31,9,0.49,4,-1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",31,31
4322,2013-12-05,2,3,6,4,5,"Yes",2,17,7,-0.02,4,-2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",33,14
4327,2014-01-15,1,2,3,3,1,"No",1,13,3,-0.9,5,-1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",19,4
4329,2013-09-27,2,3,5,4,2,"No",4,21,10,0.82,6,-1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",28,16
4330,2014-03-27,1,2,2,2,4,"Yes",7,27,6,-0.3,3,-2.48,1,1,0.304757015742642,0,0,0,0,1,0,0,0,1,1,1,0,1,"African-American",40,3
4331,2013-01-07,2,3,9,6,4,"Yes",10,34,8,0.3,8,-1.11,1,1,0.487850787132101,0,0,1,1,0,0,1,1,0,1,1,0,1,"African-American",46,49
4336,2013-11-04,1,2,3,3,1,"No",1,12,4,-0.65,5,-1.96,1,1,0.0438056125941136,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",21,6
4341,2013-12-14,2,3,7,5,4,"Yes",3,18,7,-0.07,4,-1.99,1,1,0.310232717316906,0,0,0,0,1,0,0,0,1,1,1,0,1,"Other",37,18
4342,2013-09-08,0,1,2,2,0,"No",1,13,8,0.26,9,-0.88,1,0,1.13809034907598,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",20,6
435,2013-12-04,2,3,4,3,2,"No",2,16,4,-0.58,4,-2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",31,11
4351,2013-03-31,2,3,9,6,2,"No",8,28,9,0.56,6,-1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",22,8
4353,2014-03-30,2,3,5,4,5,"Yes",1,15,1,-1.39,1,-3.35,1,1,0.166666666666667,0,0,0,1,0,0,0,1,0,1,1,0,1,"Caucasian",31,8
4355,2014-03-12,2,3,9,6,6,"Yes",7,27,10,0.72,9,-0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",35,46
4357,2014-01-13,2,3,1,2,0,"No",8,28,7,-0.1,3,-2.31,1,0,1.13261464750171,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",35,2
4362,2013-02-26,2,3,5,4,5,"Yes",1,15,1,-1.61,1,-3.05,1,0,1.1572553045859,0,0,1,0,1,0,0,0,0,0,0,0,1,"Other",37,6
4367,2013-05-06,1,2,2,2,4,"Yes",9,31,6,-0.48,3,-2.28,1,0,0.521902806297057,0,0,0,0,1,0,0,0,0,1,0,0,0,"African-American",32,4
4370,2013-02-09,2,3,5,4,2,"No",3,18,9,0.47,6,-1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",26,8
4372,2013-11-26,1,2,3,3,4,"Yes",1,12,5,-0.35,8,-1.04,1,1,0.162731006160164,0,0,1,1,0,0,1,1,0,1,1,0,1,"African-American",18,2
438,2013-01-31,6,5,6,4,2,"No",2,16,4,-0.66,2,-2.59,1,1,0.474161533196441,0,0,0,0,1,0,0,0,1,0,0,0,1,"African-American",31,10
4381,2013-07-22,1,2,2,2,2,"No",1,14,1,-2.62,1,-4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",53,4
4383,2013-02-18,2,3,8,5,3,"No",8,29,7,-0.06,1,-3.12,1,1,0.237850787132101,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",50,44
4384,2014-03-07,1,2,4,3,2,"No",9,33,9,0.49,8,-1.24,1,1,0.0136892539356605,0,0,0,1,0,0,0,1,0,1,1,0,1,"African-American",19,3
4385,2013-12-27,2,3,4,3,4,"Yes",1,13,3,-0.82,3,-2.32,1,1,0.382614647501711,0,1,0,1,0,1,0,1,0,0,0,0,1,"African-American",25,5
4387,2013-11-13,2,3,9,6,6,"Yes",7,28,9,0.43,8,-1.16,1,0,1.9960643394935,0,0,0,0,1,0,0,0,0,1,0,0,1,"African-American",26,21
4388,2013-03-27,0,1,2,2,2,"No",1,15,7,0.07,5,-1.75,1,0,0.915468856947296,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",23,5
4389,2014-02-08,1,2,1,2,1,"No",2,17,6,-0.14,3,-2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",23,3
4391,2013-04-14,2,3,4,3,2,"No",1,13,2,-1.23,2,-2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",25,5
440,2013-11-05,1,2,2,2,3,"No",2,17,3,-0.89,1,-3.17,1,1,0.132614647501711,0,0,0,1,0,0,0,1,0,0,0,0,1,"African-American",37,10
440,2014-03-21,4,4,7,5,3,"No",2,17,5,-0.48,1,-2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",37,17
4403,2014-03-20,4,4,8,5,4,"Yes",3,18,7,-0.1,4,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",38,11
4408,2013-01-03,1,2,3,3,1,"No",1,11,1,-1.63,1,-3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",39,7
4415,2014-03-21,1,2,1,2,3,"No",3,18,1,-1.43,1,-3.34,1,0,1.28832991101985,0,0,1,0,1,0,0,0,0,1,0,0,1,"African-American",45,2
4416,2013-12-19,1,2,5,4,4,"Yes",3,19,2,-1.06,1,-3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",56,8
4418,2013-07-05,2,3,6,4,3,"No",7,26,4,-0.54,1,-3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",45,9
4421,2013-04-28,2,3,6,4,5,"Yes",6,23,2,-1.59,1,-3.15,1,0,1.21868583162218,0,0,0,0,1,0,0,0,0,0,0,0,0,"African-American",50,15
4425,2013-09-16,0,1,0,1,2,"No",1,15,1,-1.5,2,-2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",35,3
4430,2013-03-17,0,1,3,3,3,"No",2,16,3,-0.8,5,-1.76,1,0,0.726899383983573,0,0,0,1,0,0,0,0,0,1,0,0,1,"Hispanic",22,5
4431,2013-04-15,0,1,1,2,3,"No",2,17,1,-1.52,1,-3.34,1,1,0.235112936344969,0,0,0,1,0,0,0,1,0,1,1,0,1,"Caucasian",50,2
4434,2013-03-25,2,3,6,4,3,"No",8,29,7,0.01,5,-1.93,1,0,1.09154688569473,0,0,1,1,0,0,0,0,0,1,0,0,1,"Caucasian",23,23
4436,2013-11-12,2,3,7,5,3,"No",2,17,10,0.71,9,-0.78,1,1,0.199520876112252,0,0,0,0,1,0,0,0,1,0,0,0,1,"African-American",20,7
4439,2013-10-14,1,2,3,3,1,"No",4,20,5,-0.68,5,-1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"Caucasian",20,3
4442,2013-11-23,2,3,7,5,2,"No",1,15,9,0.57,7,-1.37,1,0,1.48237508555784,0,0,0,0,0,0,0,0,0,0,0,0,1,"Caucasian",22,21
4444,2013-05-22,2,3,8,5,3,"No",9,29,10,0.55,8,-1.2,1,0,0.726899383983573,0,0,0,1,0,0,0,0,0,0,0,0,0,"Caucasian",22,7
4447,2013-08-21,2,3,6,4,4,"Yes",1,12,3,-0.92,4,-2.14,1,1,0.0082135523613963,0,1,0,1,0,1,0,1,0,0,0,0,1,"African-American",21,7
445,2013-02-23,2,3,4,3,2,"No",3,18,3,-0.89,1,-3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",55,12
4451,2013-01-12,1,2,3,3,4,"Yes",1,13,1,-1.5,1,-3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",45,5
4452,2013-08-06,2,3,9,6,6,"Yes",3,20,9,0.39,7,-1.44,1,0,0.791067761806982,0,1,0,1,0,0,0,0,0,0,0,0,1,"African-American",23,9
4453,2013-12-17,2,3,9,6,6,"Yes",7,27,9,0.6,9,-0.75,0,0,2.06297056810404,1,0,0,0,0,0,0,0,0,0,0,0,1,"African-American",27,23
4454,2013-04-23,2,3,6,4,5,"Yes",5,22,7,0.01,8,-1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Other",24,12
4457,2013-08-19,4,4,10,6,6,"Yes",5,22,4,-0.66,6,-1.57,1,0,0.602498288843258,0,0,1,0,1,0,0,0,0,1,0,0,1,"African-American",27,9
4461,2013-04-04,2,3,4,3,2,"No",3,19,1,-2.15,1,-4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Caucasian",61,11
4464,2013-05-18,2,3,5,4,4,"Yes",1,14,2,-1.25,2,-2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",34,6
4466,2013-09-30,1,2,1,2,3,"No",7,25,7,-0.16,3,-2.29,0,0,2.19130732375086,1,0,0,0,0,0,0,0,0,0,0,0,0,"African-American",31,4
4468,2013-06-19,1,2,2,2,4,"Yes",5,23,1,-1.51,1,-3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"Hispanic",57,5
4476,2014-03-28,2,3,9,6,4,"Yes",6,24,8,0.27,5,-1.97,1,0,1.34428473648186,0,1,0,0,1,0,0,0,0,0,0,0,1,"African-American",58,52
4479,2013-08-25,2,3,4,3,4,"Yes",1,13,1,-1.5,2,-2.76,1,0,1.32392197125257,0,0,0,1,0,0,0,0,0,0,0,0,1,"African-American",30,3
448,2013-04-28,2,3,9,6,6,"Yes",9,33,8,0.29,3,-2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",53,31
4480,2013-08-06,2,3,8,5,4,"Yes",3,20,9,0.37,9,-0.74,1,0,1.55475701574264,0,0,0,1,0,0,0,0,0,0,0,0,1,"Caucasian",22,20
4483,2013-10-12,2,3,8,5,5,"Yes",4,21,7,-0.03,4,-2.01,1,1,0.188569472963723,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",29,11
4485,2013-11-09,2,3,7,5,4,"Yes",2,16,3,-0.92,4,-2.05,1,1,0.0136892539356605,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",22,11
4491,2013-01-04,0,1,2,2,0,"No",2,17,4,-0.67,5,-1.8,1,1,0.318446269678303,0,0,1,0,1,0,1,0,1,1,1,0,1,"African-American",22,4
4491,2013-04-30,1,2,4,3,3,"No",3,19,6,-0.15,5,-1.8,1,0,1.01095140314853,0,1,0,1,0,0,0,0,0,0,0,0,1,"African-American",22,8
4493,2014-02-19,2,3,8,5,3,"No",8,28,9,0.38,7,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",30,19
4495,2013-09-03,1,2,4,3,5,"Yes",2,16,3,-0.75,5,-1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",19,4
4499,2014-02-07,1,2,3,3,3,"No",8,30,5,-0.33,2,-2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"African-American",31,10
4508,2013-04-29,2,3,6,4,5,"Yes",4,20,5,-0.69,4,-2.12,0,0,2.56297056810404,1,0,0,0,0,0,0,0,0,0,0,0,0,"African-American",23,5
451,2013-12-06,2,3,8,5,3,"No",1,13,8,0.1,5,-1.8,1,0,0.674880219028063,0,1,0,1,0,0,0,0,0,0,0,0,1,"African-American",20,5
4510,2013-03-09,1,2,1,2,3,"No",2,17,1,-1.4,1,-3.32,0,0,2.24332648870637,1,0,0,0,0,0,0,0,0,0,0,0,1,"Caucasian",50,5
